,$Name,$_PRimaryGroup,$Parent,$OpeningBalance,$ClosingBalance,$_PrevYearBalance,$IsRevenue,$PartyGSTIN,$MasterId,$AlterID,$Nature_Led,$UpdatedDate,$UpdatedTime,$CreatedBy,$CreatedDate,$AlteredDate,$AlteredBy,$LastVoucherDate,$CompanyName,$Year_from,$Year_to,$Company_number,$Path,$Amount,$Date,$VoucherNumber,$Type
2906,2241020300/OTHER PAY-OG-EX REIM/KADIRAVAN K,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,289.0,12543.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2907,2241020300/OTHER PAY-OG-EX REIM/Krunal Dave,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,,0.0,,3650.0,16002.0,BS,2024-11-05,150634000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2908,2241020300/OTHER PAY-OG-EX REIM/LOHITH K N,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,389.0,12643.0,BS,,0.0,,,,,2025-01-17,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2909,2241020300/OTHER PAY-OG-EX REIM/MADHUR PRADEEP KUMAR,Current Liabilities,Employee Reimbursements Payable,0.0,,,0.0,,285.0,12539.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2910,2241020300/OTHER PAY-OG-EX REIM/Mahesh Madhukar Patil,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,284.0,12538.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2911,2241020300/OTHER PAY-OG-EX REIM/Manish Payal,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2015.0,13680.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2912,2241020300/OTHER PAY-OG-EX REIM/MAYUR BHOYAR,Current Assets,Employee Balances,0.0,0.0,0.0,0.0,,3215.0,14832.0,BS,,0.0,,,,,2024-12-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2913,2241020300/OTHER PAY-OG-EX REIM/M BHUVANESH,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,424.0,12678.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2914,2241020300/OTHER PAY-OG-EX REIM/MEESAGANAHALLI SAMPANGIAPPA NATARAJ,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,291.0,12545.0,BS,,0.0,,,,,2025-01-17,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2915,2241020300/OTHER PAY-OG-EX REIM/M R HARISH,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,381.0,12635.0,BS,,0.0,,,,,2025-01-08,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2916,2241020300/OTHER PAY-OG-EX REIM/Nagella Nagarjun,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2414.0,14079.0,BS,,0.0,,,,,2024-08-26,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2917,2241020300/OTHER PAY-OG-EX REIM/NAGIREDDY VISWANATHA REDDY,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,384.0,12638.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2918,2241020300/OTHER PAY-OG-EX REIM/NAMIT ANEJA,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,278.0,12532.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2919,2241020300/OTHER PAY-OG-EX REIM/Naveen M,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2394.0,14059.0,BS,,0.0,,,,,2025-01-17,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2920,2241020300/OTHER PAY-OG-EX REIM/NOORULLA MS,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,295.0,12549.0,BS,,0.0,,,,,2025-01-03,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2921,2241020300/OTHER PAY-OG-EX REIM/PASUPULETI KUMAR,Current Assets,Employee Balances,0.0,0.0,0.0,0.0,,3297.0,14914.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2922,2241020300/OTHER PAY-OG-EX REIM/Pranesh Joshi,New Ledgers,New Ledgers,0.0,0.0,,0.0,,3961.0,16490.0,BS,2025-02-12,163449000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2923,2241020300/OTHER PAY-OG-EX REIM/PRASHANTH K S,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,319.0,12573.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2924,2241020300/OTHER PAY-OG-EX REIM/PRATEEK SHARMA,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,296.0,12550.0,BS,,0.0,,,,,2025-01-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2925,2241020300/OTHER PAY-OG-EX REIM/Pulkit Bhatt,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2467.0,14132.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2926,2241020300/OTHER PAY-OG-EX REIM/Rahul Bhalchandra Morde,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,283.0,12537.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2927,2241020300/OTHER PAY-OG-EX REIM/Rajan Munjal,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,293.0,12547.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2928,2241020300/OTHER PAY-OG-EX REIM/RAKESH K,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,401.0,12655.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2929,2241020300/OTHER PAY-OG-EX REIM/RAMANJANEYULU A,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,317.0,12571.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2930,2241020300/OTHER PAY-OG-EX REIM/Ramesh Kumar P,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2579.0,14201.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2931,2241020300/OTHER PAY-OG-EX REIM/RAMESH S HIREMATH,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,374.0,12628.0,BS,,0.0,,,,,2024-10-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2932,2241020300/OTHER PAY-OG-EX REIM/RATAN KUMAR JHA,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,681.0,12917.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2933,2241020300/OTHER PAY-OG-EX REIM/RAVIKIRAN S,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,377.0,12631.0,BS,,0.0,,,,,2025-01-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2934,2241020300/OTHER PAY-OG-EX REIM/RISHABH ANAND,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,391.0,12645.0,BS,,0.0,,,,,2025-01-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2935,2241020300/OTHER PAY-OG-EX REIM/ROHIT PAHWA,Current Liabilities,Employee Reimbursements Payable,0.0,,,0.0,,432.0,12686.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2936,2241020300/OTHER PAY-OG-EX REIM/R PRABHAKARAN,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,382.0,12636.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2937,2241020300/OTHER PAY-OG-EX REIM/RUTURAJ DALVI,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,1780.0,13445.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2938,2241020300/OTHER PAY-OG-EX REIM/SALA PEDA LAKSHMANA RAO,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,294.0,12548.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2939,2241020300/OTHER PAY-OG-EX REIM/SAMPRAT CHIPPALKATTI,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2232.0,13897.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2940,2241020300/OTHER PAY-OG-EX REIM/SANTHOSHKUMAR VENKATESAN,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,279.0,12533.0,BS,,0.0,,,,,2024-09-11,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2941,2241020300/OTHER PAY-OG-EX REIM/Santosh Joshi,Current Liabilities,Employee Reimbursements Payable,9750.0,0.0,9750.0,0.0,,2889.0,14511.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2942,2241020300/OTHER PAY-OG-EX REIM/Santosh Virwani,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2473.0,14138.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2943,2241020300/OTHER PAY-OG-EX REIM/SATYANARAYAN BISHOYI,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,286.0,12540.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2944,2241020300/OTHER PAY-OG-EX REIM/Savek Dubey,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,,0.0,,3874.0,16435.0,BS,2025-01-27,155640000.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2945,2241020300/OTHER PAY-OG-EX REIM/SHANUL BHARDWAJ,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,426.0,12680.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2946,2241020300/OTHER PAY-OG-EX REIM/SINGARAVELAN NATARAJAN,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,311.0,12565.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2947,2241020300/OTHER PAY-OG-EX REIM/SREENIVASA M,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2231.0,13896.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2948,2241020300/OTHER PAY-OG-EX REIM/Sreerangam Ravikiran,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2302.0,13967.0,BS,,0.0,,,,,2025-01-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2949,2241020300/OTHER PAY-OG-EX REIM/SUBHAMAY GANGULY,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,419.0,12673.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2950,2241020300/OTHER PAY-OG-EX REIM/Subham Hazra,Current Assets,Employee Balances,0.0,0.0,0.0,0.0,,3121.0,14742.0,BS,,0.0,,,,,2025-01-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2951,2241020300/OTHER PAY-OG-EX REIM/Subhamoy Dutta,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,298.0,12552.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2952,2241020300/OTHER PAY-OG-EX REIM/Subhendu Mondal,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2754.0,14376.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2953,2241020300/OTHER PAY-OG-EX REIM/SUNIL BADESRA,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,300.0,12554.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2954,2241020300/OTHER PAY-OG-EX REIM/Sunil Yadav,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,1692.0,13357.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2955,2241020300/OTHER PAY-OG-EX REIM/SURENDER SINGH,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,428.0,12682.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2956,2241020300/OTHER PAY-OG-EX REIM/SURESH A,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,368.0,12622.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2957,2241020300/OTHER PAY-OG-EX REIM/Sushri G.Monika,Current Liabilities,Employee Reimbursements Payable,19450.0,0.0,19450.0,0.0,,2278.0,13943.0,BS,,0.0,,,,,2025-01-29,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2958,2241020300/OTHER PAY-OG-EX REIM/Tiwari Shubham,Current Liabilities,Employee Reimbursements Payable,28571.0,0.0,28571.0,0.0,,1906.0,13571.0,BS,,0.0,,,,,2024-12-27,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2959,2241020300/OTHER PAY-OG-EX REIM/TRISHIT BANERJEE,Current Liabilities,Employee Reimbursements Payable,0.0,,,0.0,,282.0,12536.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2960,2241020300/OTHER PAY-OG-EX REIM/VAIBHAV KUMAR PAL,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,386.0,12640.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2961,2241020300/OTHER PAY-OG-EX REIM/Vaibhav Saini,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,2660.0,14282.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2962,2241020300/OTHER PAY-OG-EX REIM/Vandana Jain,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,,0.0,,3724.0,16001.0,BS,2024-11-05,150629000.0,,,,,2025-01-29,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2963,2241020300/OTHER PAY-OG-EX REIM/VANPARIYA HARDIK ARVINDBHAI,Current Liabilities,Employee Reimbursements Payable,0.0,,,0.0,,410.0,12664.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2964,2241020300/OTHER PAY-OG-EX REIM/VANSH WARDHAN GHEI,Current Liabilities,Employee Reimbursements Payable,0.0,,,0.0,,417.0,12671.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2965,2241020300/OTHER PAY-OG-EX REIM/Varun Haritash,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,1864.0,13529.0,BS,,0.0,,,,,2024-11-27,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2966,2241020300/OTHER PAY-OG-EX REIM/VEGA KATARIA,Current Liabilities,Employee Reimbursements Payable,69897.61,0.0,69897.61,0.0,,277.0,12531.0,BS,,0.0,,,,,2025-01-21,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2967,2241020300/OTHER PAY-OG-EX REIM/VIKRAMJIT SINGH,Current Liabilities,Employee Reimbursements Payable,6141.52,0.0,6141.52,0.0,,297.0,12551.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2968,2241020300/OTHER PAY-OG-EX REIM/Vipin Kasana,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,,0.0,,3723.0,16000.0,BS,2024-11-05,150626000.0,,,,,2024-12-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2969,2241020300/OTHER PAY-OG-EX REIM/V R AJAYKUMAR,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,415.0,12669.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2970,2241020400/OTHER PAY-OG-OTH/Ferns N Petals P Ltd,Current Liabilities,Employee Reimbursements Payable,0.0,0.0,0.0,0.0,,553.0,12789.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2971,2241020400/OTHER PAY-OG-OTH/Make My Trip India Pvt. Ltd,Current Liabilities,Employee Reimbursements Payable,-400000.0,-400000.0,-400000.0,0.0,,551.0,12787.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2972,4103000000/CURRENT YEAR P&amp;L,Current Liabilities,Current Liabilities,0.0,,,0.0,,3043.0,14664.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2973,4103000000/CURRENT YEAR P&L,Reserves & Surplus,Reserves & Surplus,567305031.0,567305031.0,567305031.0,0.0,,726.0,12957.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2974,6001010200/SALES REV-I/C-Domest,Sales Accounts,Sales Accounts,0.0,15080900.0,100180716.0,1.0,,227.0,12481.0,PL,,0.0,,,,,2025-01-28,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2975,6001020100/COST OF SALES -OG,Purchase Accounts,Purchase Accounts,0.0,,,1.0,,3044.0,14665.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2976,6001020100/GOODS IN TRANSIT,Current Assets,Closing Stock,0.0,,,0.0,,3045.0,14666.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2977,6001020100/SALES REV-Domestic,Sales Accounts,Sales Accounts,0.0,,,1.0,,3046.0,14667.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2978,6001020100/Sales Revenue-Export,Sales Accounts,Sales Accounts,0.0,6682857.4,261113640.74,1.0,,230.0,12484.0,PL,,0.0,,,,,2025-01-19,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2979,6001020200/COST OF SALES -OG,Purchase Accounts,Purchase Accounts,0.0,,,1.0,,3047.0,14668.0,PL,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2980,6001020200/GOODS IN TRANSIT,Current Assets,Closing Stock,0.0,,,0.0,,3048.0,14669.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2981,6001020200/IGST PAYABLE,Current Liabilities,GST,0.0,,,0.0,,3049.0,14670.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2982,6001020200/SALES REV-Domestic,Sales Accounts,Sales Accounts,0.0,12781264980.79,11786188014.69,1.0,,218.0,12472.0,PL,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
